sample_id,original_sample_id,sample_type,source,tif_path,x,y,valid_ratio,change_ratio,change_pixels,valid_pixels,selection_valid_min,selection_pos_min,selection_neg_max,selection_stride
002683,gfc_2018_2020_borneo_02_005760_005376,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,5376,5760,0.520416259765625,0.3430188236673899,11699,34106,0.05,0.05,0.03,64
002684,gfc_2018_2020_amazon_02_005696_001792,positive,gfc_2018_2020_amazon_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_02.tif,1792,5696,0.0859832763671875,0.1256433007985803,708,5635,0.05,0.05,0.03,64
002685,gfc_2018_2020_expansion_congo_caf_01_000960_004608,positive,gfc_2018_2020_expansion_congo_caf_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_caf_01.tif,4608,960,0.1085662841796875,0.3214335910049192,2287,7115,0.05,0.05,0.03,64
002686,gfc_2018_2020_amazon_01_003136_003008,negative,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,3008,3136,0.054473876953125,0.0005602240896358543,2,3570,0.05,0.05,0.03,64
002687,gfc_2018_2020_expansion_central_america_01_004480_006400,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,6400,4480,0.08282470703125,0.5163964627855564,2803,5428,0.05,0.05,0.03,64
002688,gfc_2018_2020_expansion_temperate_china_01_004608_006400,positive,gfc_2018_2020_expansion_temperate_china_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_temperate_china_01.tif,6400,4608,0.055999755859375,0.4771117166212534,1751,3670,0.05,0.05,0.03,64
002689,gfc_2018_2020_expansion_mexico_yucatan_01_001920_004352,positive,gfc_2018_2020_expansion_mexico_yucatan_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_mexico_yucatan_01.tif,4352,1920,0.0634765625,0.3473557692307692,1445,4160,0.05,0.05,0.03,64
002690,gfc_2018_2020_expansion_boreal_siberia_01_004480_005952,positive,gfc_2018_2020_expansion_boreal_siberia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_siberia_01.tif,5952,4480,0.1413116455078125,0.6814598855415182,6311,9261,0.05,0.05,0.03,64
002691,gfc_2018_2020_expansion_central_america_01_005248_001216,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,1216,5248,0.0542449951171875,0.37412095639943743,1330,3555,0.05,0.05,0.03,64
002692,gfc_2018_2020_expansion_mexico_yucatan_01_005376_001216,positive,gfc_2018_2020_expansion_mexico_yucatan_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_mexico_yucatan_01.tif,1216,5376,0.0583038330078125,0.2868359068306726,1096,3821,0.05,0.05,0.03,64
002693,gfc_2018_2020_expansion_amazon_guiana_01_002560_006144,negative,gfc_2018_2020_expansion_amazon_guiana_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_guiana_01.tif,6144,2560,0.1056976318359375,0.010538472643279919,73,6927,0.05,0.05,0.03,64
002694,gfc_2018_2020_expansion_amazon_bolivia_01_003712_001920,positive,gfc_2018_2020_expansion_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_bolivia_01.tif,1920,3712,0.060028076171875,0.05922724961870869,233,3934,0.05,0.05,0.03,64
002695,gfc_2018_2020_expansion_boreal_canada_01_006976_007104,positive,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,7104,6976,0.069122314453125,0.2801324503311258,1269,4530,0.05,0.05,0.03,64
002696,gfc_2018_2020_expansion_boreal_canada_01_000000_001600,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,1600,0,0.0552520751953125,0.010218171775752554,37,3621,0.05,0.05,0.03,64
002697,gfc_2018_2020_expansion_boreal_canada_01_003904_000704,positive,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,704,3904,0.479217529296875,0.9767241928293957,30675,31406,0.05,0.05,0.03,64
002698,gfc_2018_2020_expansion_amazon_bolivia_01_000064_001408,positive,gfc_2018_2020_expansion_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_bolivia_01.tif,1408,64,0.0652008056640625,0.06014509712146033,257,4273,0.05,0.05,0.03,64
002699,gfc_2018_2020_expansion_central_america_01_003648_001088,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,1088,3648,0.13916015625,0.1881578947368421,1716,9120,0.05,0.05,0.03,64
002700,gfc_2018_2020_expansion_congo_caf_01_003392_005888,positive,gfc_2018_2020_expansion_congo_caf_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_caf_01.tif,5888,3392,0.0677642822265625,0.34451700067552354,1530,4441,0.05,0.05,0.03,64
002701,gfc_2018_2020_expansion_temperate_china_01_005504_001024,positive,gfc_2018_2020_expansion_temperate_china_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_temperate_china_01.tif,1024,5504,0.05047607421875,0.12605804111245467,417,3308,0.05,0.05,0.03,64
002702,gfc_2018_2020_borneo_02_003776_000960,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,960,3776,0.06829833984375,0.1322609472743521,592,4476,0.05,0.05,0.03,64
002703,gfc_2018_2020_expansion_madagascar_east_01_005120_004032,positive,gfc_2018_2020_expansion_madagascar_east_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_madagascar_east_01.tif,4032,5120,0.2443389892578125,0.23037532005245737,3689,16013,0.05,0.05,0.03,64
002704,gfc_2018_2020_expansion_boreal_siberia_01_002944_005440,positive,gfc_2018_2020_expansion_boreal_siberia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_siberia_01.tif,5440,2944,0.0522308349609375,0.15045281916447562,515,3423,0.05,0.05,0.03,64
002705,gfc_2018_2020_expansion_madagascar_east_01_006016_003008,positive,gfc_2018_2020_expansion_madagascar_east_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_madagascar_east_01.tif,3008,6016,0.1505279541015625,0.4243284338570705,4186,9865,0.05,0.05,0.03,64
002706,gfc_2018_2020_borneo_02_004352_003840,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,3840,4352,0.16888427734375,0.05800505963136971,642,11068,0.05,0.05,0.03,64
002707,gfc_2018_2020_expansion_se_asia_sumatra_02_002944_004928,positive,gfc_2018_2020_expansion_se_asia_sumatra_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_sumatra_02.tif,4928,2944,0.0940399169921875,0.19065390232029855,1175,6163,0.05,0.05,0.03,64
002708,gfc_2018_2020_expansion_central_america_01_006656_002944,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,2944,6656,0.0544281005859375,0.3024950939164564,1079,3567,0.05,0.05,0.03,64
002709,gfc_2018_2020_expansion_se_asia_borneo_03_001792_004352,negative,gfc_2018_2020_expansion_se_asia_borneo_03,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_borneo_03.tif,4352,1792,0.5720062255859375,0.02995705177794969,1123,37487,0.05,0.05,0.03,64
002710,gfc_2018_2020_expansion_mexico_yucatan_01_006784_004800,positive,gfc_2018_2020_expansion_mexico_yucatan_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_mexico_yucatan_01.tif,4800,6784,0.0704193115234375,0.4602383531960997,2124,4615,0.05,0.05,0.03,64
002711,gfc_2018_2020_amazon_01_003776_000960,positive,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,960,3776,0.0976409912109375,0.3398968588842007,2175,6399,0.05,0.05,0.03,64
002712,gfc_2018_2020_expansion_central_america_01_000128_003008,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,3008,128,0.0554962158203125,0.4839153148199065,1760,3637,0.05,0.05,0.03,64
002713,gfc_2018_2020_expansion_central_america_01_000704_001408,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,1408,704,0.05621337890625,0.13463626492942454,496,3684,0.05,0.05,0.03,64
002714,gfc_2018_2020_expansion_congo_angola_01_003200_001344,positive,gfc_2018_2020_expansion_congo_angola_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_angola_01.tif,1344,3200,0.0942230224609375,0.24356275303643724,1504,6175,0.05,0.05,0.03,64
002715,gfc_2018_2020_amazon_01_003520_006912,positive,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,6912,3520,0.0631866455078125,0.6486355952668438,2686,4141,0.05,0.05,0.03,64
002716,gfc_2018_2020_borneo_01_007040_002368,positive,gfc_2018_2020_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_01.tif,2368,7040,0.0836029052734375,0.7988684066435481,4377,5479,0.05,0.05,0.03,64
002717,gfc_2018_2020_expansion_se_asia_borneo_03_007168_000192,positive,gfc_2018_2020_expansion_se_asia_borneo_03,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_borneo_03.tif,192,7168,0.078399658203125,0.46185286103542234,2373,5138,0.05,0.05,0.03,64
002718,gfc_2018_2020_borneo_01_006784_005312,positive,gfc_2018_2020_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_01.tif,5312,6784,0.0583343505859375,0.11090766413811143,424,3823,0.05,0.05,0.03,64
002719,gfc_2018_2020_borneo_01_006592_002624,positive,gfc_2018_2020_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_01.tif,2624,6592,0.1385650634765625,0.6506992621957934,5909,9081,0.05,0.05,0.03,64
002720,gfc_2018_2020_expansion_congo_cameroon_01_000704_001088,positive,gfc_2018_2020_expansion_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_cameroon_01.tif,1088,704,0.0846405029296875,0.33675860825671533,1868,5547,0.05,0.05,0.03,64
002721,gfc_2018_2020_expansion_madagascar_east_01_005120_000000,positive,gfc_2018_2020_expansion_madagascar_east_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_madagascar_east_01.tif,0,5120,0.07147216796875,0.1774124679760888,831,4684,0.05,0.05,0.03,64
002722,gfc_2018_2020_expansion_boreal_canada_01_005504_006976,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,6976,5504,0.060028076171875,0.015505846466700559,61,3934,0.05,0.05,0.03,64
002723,gfc_2018_2020_expansion_mexico_yucatan_01_006016_002048,positive,gfc_2018_2020_expansion_mexico_yucatan_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_mexico_yucatan_01.tif,2048,6016,0.0665740966796875,0.4100389640155856,1789,4363,0.05,0.05,0.03,64
002724,gfc_2018_2020_borneo_02_001664_003648,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,3648,1664,0.1172332763671875,0.18404269165690484,1414,7683,0.05,0.05,0.03,64
002725,gfc_2018_2020_expansion_mexico_yucatan_01_000960_001600,positive,gfc_2018_2020_expansion_mexico_yucatan_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_mexico_yucatan_01.tif,1600,960,0.0560150146484375,0.233996186325252,859,3671,0.05,0.05,0.03,64
002726,gfc_2018_2020_borneo_01_006400_005120,positive,gfc_2018_2020_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_01.tif,5120,6400,0.0921783447265625,0.5053799039894057,3053,6041,0.05,0.05,0.03,64
002727,gfc_2018_2020_expansion_boreal_canada_01_000000_003584,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,3584,0,0.0546875,0.0,0,3584,0.05,0.05,0.03,64
002728,gfc_2018_2020_expansion_amazon_guiana_01_007168_003072,negative,gfc_2018_2020_expansion_amazon_guiana_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_guiana_01.tif,3072,7168,0.0640716552734375,0.00523934270064301,22,4199,0.05,0.05,0.03,64
002729,gfc_2018_2020_expansion_amazon_guiana_01_001984_004224,positive,gfc_2018_2020_expansion_amazon_guiana_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_guiana_01.tif,4224,1984,0.063446044921875,0.05026455026455026,209,4158,0.05,0.05,0.03,64
002730,gfc_2018_2020_expansion_congo_angola_01_003968_006528,positive,gfc_2018_2020_expansion_congo_angola_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_angola_01.tif,6528,3968,0.077667236328125,0.44204322200392926,2250,5090,0.05,0.05,0.03,64
002731,gfc_2018_2020_expansion_amazon_bolivia_01_004416_002048,negative,gfc_2018_2020_expansion_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_bolivia_01.tif,2048,4416,0.080841064453125,0.0015100037750094375,8,5298,0.05,0.05,0.03,64
002732,gfc_2018_2020_amazon_01_004800_000576,positive,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,576,4800,0.0687713623046875,0.05857554914577324,264,4507,0.05,0.05,0.03,64
002733,gfc_2018_2020_expansion_central_america_01_005184_001280,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,1280,5184,0.0916595458984375,0.385050774096887,2313,6007,0.05,0.05,0.03,64
002734,gfc_2018_2020_expansion_temperate_china_01_004096_001216,positive,gfc_2018_2020_expansion_temperate_china_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_temperate_china_01.tif,1216,4096,0.05108642578125,0.3751493428912784,1256,3348,0.05,0.05,0.03,64
002735,gfc_2018_2020_amazon_01_000256_000512,positive,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,512,256,0.050628662109375,0.22272453285111513,739,3318,0.05,0.05,0.03,64
002736,gfc_2018_2020_expansion_madagascar_east_01_005376_004096,positive,gfc_2018_2020_expansion_madagascar_east_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_madagascar_east_01.tif,4096,5376,0.229400634765625,0.2756418784089397,4144,15034,0.05,0.05,0.03,64
002737,gfc_2018_2020_expansion_se_asia_sumatra_02_004416_003008,positive,gfc_2018_2020_expansion_se_asia_sumatra_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_sumatra_02.tif,3008,4416,0.0895843505859375,0.2796797819792199,1642,5871,0.05,0.05,0.03,64
002738,gfc_2018_2020_expansion_andes_cloudforest_01_006656_002304,positive,gfc_2018_2020_expansion_andes_cloudforest_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_andes_cloudforest_01.tif,2304,6656,0.0599212646484375,0.7662337662337663,3009,3927,0.05,0.05,0.03,64
002739,gfc_2018_2020_expansion_congo_caf_01_003200_006464,positive,gfc_2018_2020_expansion_congo_caf_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_caf_01.tif,6464,3200,0.068389892578125,0.31682284694332885,1420,4482,0.05,0.05,0.03,64
002740,gfc_2018_2020_expansion_boreal_canada_01_005184_005696,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,5696,5184,0.1500396728515625,0.008034170649852537,79,9833,0.05,0.05,0.03,64
002741,gfc_2018_2020_expansion_boreal_canada_01_005312_004544,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,4544,5312,0.077392578125,0.0013801261829652998,7,5072,0.05,0.05,0.03,64
002742,gfc_2018_2020_borneo_01_001216_000576,positive,gfc_2018_2020_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_01.tif,576,1216,0.0582427978515625,0.36835210898611476,1406,3817,0.05,0.05,0.03,64
002743,gfc_2018_2020_expansion_central_america_01_002240_001024,positive,gfc_2018_2020_expansion_central_america_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_central_america_01.tif,1024,2240,0.067413330078125,0.3689452240832956,1630,4418,0.05,0.05,0.03,64
002744,gfc_2018_2020_expansion_se_asia_myanmar_01_003648_003072,positive,gfc_2018_2020_expansion_se_asia_myanmar_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_myanmar_01.tif,3072,3648,0.0968017578125,0.0671500630517024,426,6344,0.05,0.05,0.03,64
002745,gfc_2018_2020_expansion_andes_cloudforest_01_006784_003520,positive,gfc_2018_2020_expansion_andes_cloudforest_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_andes_cloudforest_01.tif,3520,6784,0.07025146484375,0.3566463944396177,1642,4604,0.05,0.05,0.03,64
002746,gfc_2018_2020_expansion_andes_cloudforest_01_006144_001728,positive,gfc_2018_2020_expansion_andes_cloudforest_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_andes_cloudforest_01.tif,1728,6144,0.0868377685546875,0.2820242488139167,1605,5691,0.05,0.05,0.03,64
002747,gfc_2018_2020_expansion_boreal_siberia_01_000000_001664,positive,gfc_2018_2020_expansion_boreal_siberia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_siberia_01.tif,1664,0,0.139007568359375,0.5784851811196488,5270,9110,0.05,0.05,0.03,64
002748,gfc_2018_2020_amazon_01_001408_001920,positive,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,1920,1408,0.0644378662109375,0.4458915462941037,1883,4223,0.05,0.05,0.03,64
002749,gfc_2018_2020_borneo_01_006016_005440,positive,gfc_2018_2020_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_01.tif,5440,6016,0.07794189453125,0.36413469068128423,1860,5108,0.05,0.05,0.03,64
002750,gfc_2018_2020_borneo_02_000192_004544,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,4544,192,0.092498779296875,0.2514021774991752,1524,6062,0.05,0.05,0.03,64
002751,gfc_2018_2020_expansion_mexico_yucatan_01_000576_002240,positive,gfc_2018_2020_expansion_mexico_yucatan_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_mexico_yucatan_01.tif,2240,576,0.1244964599609375,0.12746660129917883,1040,8159,0.05,0.05,0.03,64
002752,gfc_2018_2020_borneo_02_006144_003392,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,3392,6144,0.0550537109375,0.22505543237250555,812,3608,0.05,0.05,0.03,64
002753,gfc_2018_2020_expansion_amazon_guiana_01_000064_006592,negative,gfc_2018_2020_expansion_amazon_guiana_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_guiana_01.tif,6592,64,0.0570831298828125,0.0,0,3741,0.05,0.05,0.03,64
002754,gfc_2018_2020_expansion_boreal_canada_01_004352_004160,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,4160,4352,0.0566558837890625,0.004847831941826017,18,3713,0.05,0.05,0.03,64
002755,gfc_2018_2020_expansion_boreal_canada_01_002048_005440,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,5440,2048,0.0621795654296875,0.02773006134969325,113,4075,0.05,0.05,0.03,64
002756,gfc_2018_2020_expansion_boreal_canada_01_000384_004544,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,4544,384,0.30291748046875,0.0,0,19852,0.05,0.05,0.03,64
002757,gfc_2018_2020_expansion_temperate_europe_01_006016_000000,positive,gfc_2018_2020_expansion_temperate_europe_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_temperate_europe_01.tif,0,6016,0.0778350830078125,0.15349931386002744,783,5101,0.05,0.05,0.03,64
002758,gfc_2018_2020_borneo_02_002752_001792,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,1792,2752,0.0775299072265625,0.3400905333595749,1728,5081,0.05,0.05,0.03,64
002759,gfc_2018_2020_expansion_boreal_canada_01_002944_000064,negative,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,64,2944,0.26702880859375,0.0,0,17500,0.05,0.05,0.03,64
002760,gfc_2018_2020_expansion_boreal_canada_01_004800_003200,positive,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,3200,4800,0.336822509765625,0.9998640935036694,22071,22074,0.05,0.05,0.03,64
002761,gfc_2018_2020_expansion_se_asia_borneo_03_001856_003200,positive,gfc_2018_2020_expansion_se_asia_borneo_03,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_borneo_03.tif,3200,1856,0.0717315673828125,0.3326951712401617,1564,4701,0.05,0.05,0.03,64
