audit_id,sample_id,sample_type,split,source,valid_bin,valid_ratio,change_ratio,A_path,B_path,label_path,annotator_1_quality,annotator_2_quality,final_quality,error_type,notes
GFC10K-AUDIT-0127,000643,positive,val,gfc_2018_2020_expansion_se_asia_borneo_03,0.20-0.40,0.249252,0.145516,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000643.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000643.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000643.png,,,,,
GFC10K-AUDIT-0128,006973,positive,val,gfc_2018_2020_expansion_andes_cloudforest_01,0.10-0.20,0.103546,0.243884,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006973.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006973.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006973.png,,,,,
GFC10K-AUDIT-0129,009248,positive,train,gfc_2018_2020_amazon_02,>=0.40,0.451218,0.060769,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009248.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009248.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009248.png,,,,,
GFC10K-AUDIT-0130,001636,positive,train,gfc_2018_2020_expansion_amazon_guiana_01,0.10-0.20,0.120346,0.132116,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001636.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001636.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001636.png,,,,,
GFC10K-AUDIT-0131,006248,positive,train,gfc_2018_2020_expansion_temperate_europe_01,0.10-0.20,0.154694,0.523081,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006248.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006248.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006248.png,,,,,
GFC10K-AUDIT-0132,001252,positive,val,gfc_2018_2020_expansion_congo_caf_01,0.10-0.20,0.147232,0.406363,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001252.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001252.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001252.png,,,,,
GFC10K-AUDIT-0133,003880,positive,val,gfc_2018_2020_expansion_amazon_bolivia_01,0.05-0.10,0.090256,0.893322,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003880.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003880.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003880.png,,,,,
GFC10K-AUDIT-0134,004915,positive,train,gfc_2018_2020_expansion_amazon_colombia_01,0.20-0.40,0.232285,0.606648,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004915.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004915.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004915.png,,,,,
GFC10K-AUDIT-0135,004534,positive,val,gfc_2018_2020_expansion_central_america_01,0.05-0.10,0.063110,0.290619,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004534.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004534.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004534.png,,,,,
GFC10K-AUDIT-0136,002378,positive,val,gfc_2018_2020_borneo_01,0.10-0.20,0.116837,0.379914,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002378.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002378.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002378.png,,,,,
GFC10K-AUDIT-0137,007795,positive,train,gfc_2018_2020_expansion_madagascar_east_01,0.05-0.10,0.093948,0.297548,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007795.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007795.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007795.png,,,,,
GFC10K-AUDIT-0138,000970,positive,test,gfc_2018_2020_expansion_se_asia_myanmar_01,0.10-0.20,0.165100,0.397043,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000970.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000970.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000970.png,,,,,
GFC10K-AUDIT-0139,007557,positive,train,gfc_2018_2020_borneo_02,0.10-0.20,0.195618,0.342824,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007557.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007557.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007557.png,,,,,
GFC10K-AUDIT-0140,009569,positive,train,gfc_2018_2020_expansion_central_america_01,>=0.40,0.405975,0.718973,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009569.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009569.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009569.png,,,,,
GFC10K-AUDIT-0141,000796,positive,test,gfc_2018_2020_expansion_amazon_guiana_01,0.10-0.20,0.133423,0.065531,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000796.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000796.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000796.png,,,,,
GFC10K-AUDIT-0142,006938,positive,train,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.094589,0.053234,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006938.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006938.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006938.png,,,,,
GFC10K-AUDIT-0143,001668,positive,val,gfc_2018_2020_expansion_andes_cloudforest_01,0.05-0.10,0.050095,0.372525,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001668.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001668.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001668.png,,,,,
GFC10K-AUDIT-0144,006489,positive,val,gfc_2018_2020_expansion_amazon_bolivia_01,0.10-0.20,0.101959,0.903023,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006489.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006489.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006489.png,,,,,
GFC10K-AUDIT-0145,005097,positive,train,gfc_2018_2020_expansion_temperate_europe_01,0.05-0.10,0.052490,0.595640,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005097.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005097.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005097.png,,,,,
GFC10K-AUDIT-0146,003992,positive,test,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.050095,0.156564,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003992.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003992.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003992.png,,,,,
GFC10K-AUDIT-0147,006631,positive,val,gfc_2018_2020_amazon_01,0.20-0.40,0.266144,0.321752,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006631.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006631.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006631.png,,,,,
GFC10K-AUDIT-0148,005637,positive,train,gfc_2018_2020_expansion_amazon_bolivia_01,0.20-0.40,0.244583,0.052093,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005637.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005637.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005637.png,,,,,
GFC10K-AUDIT-0149,001874,positive,test,gfc_2018_2020_expansion_mexico_yucatan_01,0.05-0.10,0.057877,0.795676,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001874.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001874.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001874.png,,,,,
GFC10K-AUDIT-0150,006985,positive,test,gfc_2018_2020_amazon_02,0.10-0.20,0.158295,0.587334,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006985.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006985.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006985.png,,,,,
GFC10K-AUDIT-0151,006576,positive,train,gfc_2018_2020_expansion_se_asia_borneo_03,0.10-0.20,0.123352,0.091663,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006576.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006576.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006576.png,,,,,
GFC10K-AUDIT-0152,004594,positive,val,gfc_2018_2020_borneo_02,0.05-0.10,0.082977,0.157595,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004594.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004594.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004594.png,,,,,
GFC10K-AUDIT-0153,000105,positive,train,gfc_2018_2020_expansion_central_america_01,0.05-0.10,0.084366,0.143245,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000105.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000105.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000105.png,,,,,
GFC10K-AUDIT-0154,000812,positive,train,gfc_2018_2020_expansion_amazon_bolivia_01,>=0.40,0.401993,0.053141,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000812.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000812.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000812.png,,,,,
GFC10K-AUDIT-0155,000778,positive,val,gfc_2018_2020_expansion_boreal_canada_01,0.05-0.10,0.054932,0.103611,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000778.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000778.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000778.png,,,,,
GFC10K-AUDIT-0156,006698,positive,val,gfc_2018_2020_expansion_se_asia_sumatra_02,0.20-0.40,0.205292,0.279025,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006698.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006698.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006698.png,,,,,
GFC10K-AUDIT-0157,008045,positive,train,gfc_2018_2020_expansion_se_asia_sumatra_02,0.20-0.40,0.307068,0.167064,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008045.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008045.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008045.png,,,,,
GFC10K-AUDIT-0158,001480,positive,train,gfc_2018_2020_amazon_02,0.10-0.20,0.125183,0.757679,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001480.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001480.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001480.png,,,,,
GFC10K-AUDIT-0159,005486,positive,test,gfc_2018_2020_expansion_congo_angola_01,0.05-0.10,0.068512,0.360802,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005486.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005486.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005486.png,,,,,
GFC10K-AUDIT-0160,006124,positive,train,gfc_2018_2020_amazon_01,0.05-0.10,0.053116,0.390405,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006124.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006124.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006124.png,,,,,
GFC10K-AUDIT-0161,009214,positive,val,gfc_2018_2020_expansion_temperate_europe_01,0.05-0.10,0.094299,0.564401,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009214.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009214.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009214.png,,,,,
GFC10K-AUDIT-0162,008102,positive,val,gfc_2018_2020_expansion_boreal_canada_01,>=0.40,0.633972,0.978940,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008102.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008102.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008102.png,,,,,
GFC10K-AUDIT-0163,009578,positive,train,gfc_2018_2020_expansion_se_asia_myanmar_01,0.10-0.20,0.115005,0.395648,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009578.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009578.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009578.png,,,,,
GFC10K-AUDIT-0164,003423,positive,test,gfc_2018_2020_borneo_02,0.10-0.20,0.163040,0.465793,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003423.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003423.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003423.png,,,,,
GFC10K-AUDIT-0165,009914,positive,val,gfc_2018_2020_amazon_02,0.05-0.10,0.094727,0.480831,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009914.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009914.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009914.png,,,,,
GFC10K-AUDIT-0166,008451,positive,train,gfc_2018_2020_expansion_boreal_siberia_01,>=0.40,0.627426,0.839855,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008451.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008451.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008451.png,,,,,
GFC10K-AUDIT-0167,005250,positive,val,gfc_2018_2020_expansion_se_asia_myanmar_01,0.05-0.10,0.051346,0.382764,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005250.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005250.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005250.png,,,,,
GFC10K-AUDIT-0168,005798,positive,val,gfc_2018_2020_expansion_se_asia_sumatra_02,0.10-0.20,0.182449,0.129548,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005798.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005798.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005798.png,,,,,
GFC10K-AUDIT-0169,008672,positive,train,gfc_2018_2020_expansion_madagascar_east_01,0.10-0.20,0.153244,0.351190,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008672.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008672.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008672.png,,,,,
GFC10K-AUDIT-0170,002859,positive,train,gfc_2018_2020_expansion_andes_cloudforest_01,0.10-0.20,0.175079,0.500959,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002859.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002859.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002859.png,,,,,
GFC10K-AUDIT-0171,008330,positive,train,gfc_2018_2020_expansion_congo_caf_01,0.05-0.10,0.085480,0.274902,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008330.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008330.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008330.png,,,,,
GFC10K-AUDIT-0172,008336,positive,train,gfc_2018_2020_expansion_boreal_canada_01,>=0.40,0.622787,0.999510,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008336.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008336.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008336.png,,,,,
GFC10K-AUDIT-0173,007001,positive,train,gfc_2018_2020_amazon_02,0.20-0.40,0.338867,0.114283,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007001.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007001.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007001.png,,,,,
GFC10K-AUDIT-0174,004735,positive,val,gfc_2018_2020_expansion_madagascar_east_01,0.10-0.20,0.139481,0.171097,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004735.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004735.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004735.png,,,,,
GFC10K-AUDIT-0175,005627,positive,val,gfc_2018_2020_expansion_se_asia_borneo_03,0.05-0.10,0.051529,0.276873,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005627.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005627.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005627.png,,,,,
GFC10K-AUDIT-0176,005514,positive,train,gfc_2018_2020_expansion_boreal_canada_01,0.20-0.40,0.304825,0.977474,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005514.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005514.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005514.png,,,,,
GFC10K-AUDIT-0177,004354,positive,train,gfc_2018_2020_expansion_andes_cloudforest_01,0.05-0.10,0.073929,0.369866,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004354.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004354.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004354.png,,,,,
GFC10K-AUDIT-0178,002129,positive,val,gfc_2018_2020_expansion_boreal_siberia_01,0.10-0.20,0.131729,0.603962,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002129.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002129.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002129.png,,,,,
GFC10K-AUDIT-0179,008888,positive,train,gfc_2018_2020_expansion_se_asia_sumatra_02,0.05-0.10,0.050720,0.372142,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008888.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008888.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008888.png,,,,,
GFC10K-AUDIT-0180,001613,positive,test,gfc_2018_2020_expansion_boreal_canada_01,>=0.40,0.622116,0.998259,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001613.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001613.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001613.png,,,,,
GFC10K-AUDIT-0181,008761,positive,test,gfc_2018_2020_expansion_se_asia_borneo_03,>=0.40,0.433914,0.382389,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008761.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008761.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008761.png,,,,,
GFC10K-AUDIT-0182,008257,positive,test,gfc_2018_2020_expansion_se_asia_myanmar_01,0.05-0.10,0.071243,0.372457,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008257.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008257.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008257.png,,,,,
GFC10K-AUDIT-0183,002632,positive,val,gfc_2018_2020_expansion_boreal_siberia_01,0.05-0.10,0.061432,0.109538,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002632.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002632.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002632.png,,,,,
GFC10K-AUDIT-0184,001424,positive,test,gfc_2018_2020_expansion_andes_cloudforest_01,0.10-0.20,0.101730,0.055197,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001424.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001424.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001424.png,,,,,
GFC10K-AUDIT-0185,009023,positive,val,gfc_2018_2020_expansion_mexico_yucatan_01,0.10-0.20,0.139542,0.137999,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009023.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009023.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009023.png,,,,,
GFC10K-AUDIT-0186,005541,positive,val,gfc_2018_2020_borneo_01,0.05-0.10,0.056427,0.564630,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005541.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005541.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005541.png,,,,,
GFC10K-AUDIT-0187,009562,positive,val,gfc_2018_2020_expansion_amazon_venezuela_01,0.05-0.10,0.056412,0.378144,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009562.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009562.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009562.png,,,,,
GFC10K-AUDIT-0188,003598,positive,test,gfc_2018_2020_expansion_boreal_canada_01,0.10-0.20,0.169266,0.384747,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003598.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003598.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003598.png,,,,,
